"PROVIDER_NAME","PROVIDER_NUMBER","PROVIDER_STREET","PROVIDER_CITY","PROVIDER_COUNTY","PROVIDER_STATE","PROVIDER_ZIP_CODE","PROVIDER_ZIP_CODE_PLUS_4","PROGRAM_NAME","PROGRAM_NUMBER","PROGRAM_COUNTY","PROGRAM_STREET_ADDRESS","PROGRAM_CITY","PROGRAM_STATE","PROGRAM_ZIP_CODE","PROGRAM_ZIP_CODE_PLUS_4","PROGRAM_DIRECTOR","PROGRAM_DIRECTOR_EMAIL","PROGRAM_DIRECTOR_TELEPHONE","PROGRAM_DIRECTOR_PHONE_EXTENSION","PROGRAM_TYPE","SERVICE_TYPE","ADMISSION_PHONE","ADMISSION_PHONE_EXT","ADDITIONAL_LOCATION_NAME","ADDITIONAL_LOCATION_STREET","ADDITIONAL_LOCATION_CITY","ADDITIONAL_LOCATION_ZIP","ADDITIONAL_LOCATION_COUNTYNAME"
"Long Island Jewish Medical Center","85210","75-59 263rd St","Glen Oaks","Queens","NY","11004","1150","Long Island Jewish Medical Center OP1","50021","Queens","1600 Central Ave","Far Rockaway","NY","11691","","Ms. Gail Harris LMSW","gharrismul@northwell.edu","7188681400","12331","Outpatient","Outpatient Clinic","","","","","","",""
"Long Island Jewish Medical Center","85210","75-59 263rd St","Glen Oaks","Queens","NY","11004","1150","Long Island Jewish Medical Center OTP","307","Queens","75-59 263rd St","Glen Oaks","NY","11004","1150","Ms. Patricia Hincken","phincken@northwell.edu","7184708944","",Opioid Treatment Program,"Opioid Outpatient Treatment","","","","","","",""
"Mental Health Providers/Western Queens","16140","40-23 62nd St","Woodside","Queens","NY","11377","4962","MH Providers of Western Queens, Inc OP","51264","Queens","62-07 Woodside Ave","Woodside","NY","11377","3576","Mrs. Dianna Calderon-Triminio","dcalderontriminio@wqrs.org","7188985085","","Outpatient","Outpatient Clinic","7188985085","","Mental Health Providers of Western Queens, Inc.","48-10 31st Avenue","Long Island City","11103","Queens"
"New York Therapeutic Communities, Inc.","587","266 W 37th St","New York","New York","NY","10018","","NY Therapeutic OP","52057","Queens","162-24 Jamaica Ave","Jamaica","NY","11432","4910","Luis A Ventura","lventura@staynout.org","7186572021","","Outpatient","Outpatient Clinic","","","","","","",""
"Outreach Development Corporation","31360","117-11 Myrtle Ave","Richmond Hill","Queens","NY","11418","1751","Outreach Development Corp. RRSY 1","53003","Queens","16-14 Weirfield St","Ridgewood","NY","11385","","Mr. Melvin Swain","melvinswain@opiny.org","7184567820","","Residential","Residential Rehab for Youth","7184567820","","","","","",""
"Outreach Development Corporation","31360","117-11 Myrtle Ave","Richmond Hill","Queens","NY","11418","1751","The Outreach Project OP","7210","Queens","117-11 Myrtle Ave","Richmond Hill","NY","11418","1751","Ms. Jill Mastrandrea","jillmastrandrea@opiny.org","7188496300","","Outpatient","Outpatient Clinic","7188479233","","","","","",""
"Phoenix Houses of Long Island, Inc.","50570","34-11 Vernon Boulevard","Long Island City","Queens","NY","11106","","Parkside Outpatient Program","53318","Queens","34-11 Vernon Blvd","Long Island City","NY","11106","5121","Mr. Shaun Willis","SWillis@phoenixhouse.org","6465052003","","Outpatient","Outpatient Clinic","","","","","","",""
"Phoenix Houses of Long Island, Inc.","50570","34-11 Vernon Boulevard","Long Island City","Queens","NY","11106","","Phoenix Houses of Long Island SRR","53073","Queens","34-25 Vernon Blvd","Long Island City","NY","11106","","Joan Avedisian","javedisian@phoenixhouse.org","7182226600","","Residential","820 Stabil Rehab Reintegration","8448151508","","","","","",""
"Queens Hospital Center","87060","82-68 164th St","Jamaica","Queens","NY","11432","1121","Comprehensive CD Program OP","51908","Queens","82-50 164th St","Jamaica","NY","11432","","Ms. Jacqueline D Rodriguez LCSW","rodrigjc@nychhc.org","7188834170","","Outpatient","Outpatient Clinic","7188832762","","","","","",""
"Queens Village Committee for MH/J-CAP","31340","116-30 Sutphin Blvd","Jamaica","Queens","NY","11413","","J-CAP IR","1256","Queens","116-30 Sutphin Blvd","Jamaica","NY","11434","","Mrs. Monalyssa Barnes MSW","mbarnes@jcapprograms.com","7183222500","637","Residential","Intensive Residential","7183222500","624","","","","",""
"Reality House Inc.","19660","8-13 Astoria Blvd","Astoria","Queens","NY","11102","4028","Reality House Veterans CR","52642","Queens","8-13 Astoria Blvd","Astoria","NY","11102","4028","Mr. Paul Leach","pleach@realityhouseny.org","2122816004","322","Residential","Community Residential","","","","","","",""
"Reality House Inc.","19660","8-13 Astoria Blvd","Astoria","Queens","NY","11102","4028","Reality House, Inc. OP","52219","Queens","8-13 Astoria Blvd","Astoria","NY","11102","4028","Mrs. Lourdes Herrera","lherrera@realityhouseny.org","2122816004","307","Outpatient","Outpatient Clinic","","","","","","",""
"RevCore Recovery Ctr / Manhattan, LLC","49130","181 Canal St","New York","New York","NY","10013","4512","RevCore Recovery Ctr / Manhattan OP 1","52929","Queens","37-20 74th St","Jackson Heights","NY","11372","","Tabitha Forte CASAC","tforte@revcorerecovery.com","7184266222","","Outpatient","Outpatient Clinic","","","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Briarwood","Queens","NY","11435","2642","Richmond Hill Veterans Program IR","52067","Queens","130-15 89th Rd","Richmond Hill","NY","11418","3302","James McFarlane","james.mcfarlane@samaritanvillage.org","7188493582","","Residential","Intensive Residential","","","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Briarwood","Queens","NY","11435","2642","Samaritan Daytop Village Inc M-IR","393","Queens","130-20 89th Rd","Richmond Hill","NY","11418","3301","Hannah Horsford","hannah.horsford@samaritanvillage.org","7184418913","8811",Opioid Treatment Program,"Intensive Residential","","","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Briarwood","Queens","NY","11435","2642","Samaritan Daytop Village, Inc. OP","6595","Queens","144-10 Jamaica Ave","Jamaica","NY","11435","3624","Mrs. Briana Sarrantonio","Briana.Sarrantonio@samaritanvillage.org","7182061990","","Outpatient","Outpatient Clinic","7182061990","","Samaritan Daytop Village, Inc.","338 Forbell Street","Brooklyn","11208","Kings"
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Briarwood","Queens","NY","11435","2642","Samaritan Daytop Village, Inc. OTP","52532","Queens","130-20 89th Rd","Richmond Hill","NY","11418","3301","Hannah Horsford","Hannah.horsford@samaritanvillage.org","7184418913","",Opioid Treatment Program,"Opioid Outpatient Treatment","","","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Briarwood","Queens","NY","11435","2642","Samaritan Daytop Village, Inc. SRh 1","53119","Queens","88-83 Van Wyck Expy","Jamaica","NY","11435","4144","Tawana Spriggs LMSW","tawana.spriggs@samaritanvillage.org","7186578010","8736","Residential","820 Stabil and Rehab","","","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Briarwood","Queens","NY","11435","2642","Samaritan DaytopVill.-Intake/Assess IR","7388","Queens","88-83 Van Wyck Expy","Jamaica","NY","11435","4144","Eric Moore","eric.moore@samaritanvillage.org","7186576195","","Residential","Intensive Residential","7186576195","8744","","","","",""
"South Richmond Hill Recovery","49820","88-08 Liberty Avenue","Ozone Park","Queens","NY","11417","","South Richmond Hill Recovery OP","53167","Queens","88-08 Liberty Ave","Ozone Park","NY","11417","","Mr. John J Saith","srhr11417@yahoo.com","9294993420","","Outpatient","Outpatient Clinic","9294993420","","","","","",""
"St. Joseph's Hospital, Yonkers","81050","127 S Broadway","Yonkers","Westchester","NY","10701","4006","Queens Opioid Treatment Clinic OTP","52569","Queens","175-20 Hillside Ave","Jamaica","NY","11432","","Mrs. Rose Scotman MSW","rscotman@svwsjmc.org","7182911890","",Opioid Treatment Program,"Opioid Outpatient Treatment","7185587247","","","","","",""
"The PAC Program of Queens","44510","40-11 Warren Street","Elmhurst","Queens","NY","11373","","The PAC Program OP","51997","Queens","40-11 Warren St","Elmhurst","NY","11373","1700","Ms. Migdalia Torres","migdalia@thepacprogram.com","7187296868","","Outpatient","Outpatient Clinic","7187296868","","","","","",""
"820 River St., Inc.","35210","428 Duane Ave","Schenectady","Schenectady","NY","12304","","820 River Street Halfway House CR","50862","Rensselaer","3075 6th Ave","Troy","NY","12180","","Ms. Darcel Fauntleroy","darcel.flauntleroy@pyhit.org","5187284000","","Residential","Community Residential","","","","","","",""
"820 River St., Inc.","35210","428 Duane Ave","Schenectady","Schenectady","NY","12304","","820 River Street SL","50863","Rensselaer","820 River St","Troy","NY","12180","","Ms. Darcel Fauntleroy","darce.fauntleroy@pyhit.org","5182358397","","Residential","Supportive Living","","","","","","",""
"Conifer Park, Inc.","14770","79 Glenridge Rd","Glenville","Schenectady","NY","12302","4523","Conifer Park, Inc. OP 2","51826","Rensselaer","2435 6th Ave","Troy","NY","12180","2227","Mr. Joseph LaCoppola CASAC","JLacoppola@libertymgt.com","5182745143","","Outpatient","Outpatient Clinic","5182745143","","","","","",""
"Conifer Park, Inc.","14770","79 Glenridge Rd","Glenville","Schenectady","NY","12302","4523","Conifer Park, Inc. OTP 2","53060","Rensselaer","2435 6th Ave","Troy","NY","12180","2227","Mr. Joseph LaCoppola CASAC","JLacoppola@libertymgt.com","5182745143","",Opioid Treatment Program,"Opioid Outpatient Treatment","","","","","","",""
"Hudson-Mohawk Recovery Center, Inc.","35050","5th Avenue","Troy","Rensselaer","NY","12180","","Elizabeth House CR","52514","Rensselaer","106-108 9th St","Troy","NY","12180","2905","Ms. Aubrie Graves","aubrieg@hmrecovery.net","5182720206","3304","Residential","Community Residential","5182720206","3304","","","","",""
"Hudson-Mohawk Recovery Center, Inc.","35050","5th Avenue","Troy","Rensselaer","NY","12180","","Hudson-Mohawk OP","50345","Rensselaer","1724 5th Ave","Troy","NY","12180","3541","Ms. Mary Nero CASAC","maryn@hmrecovery.net","5182723918","2218","Outpatient","Outpatient Clinic","5182723918","2218","","","","",""
"Hudson-Mohawk Recovery Center, Inc.","35050","5th Avenue","Troy","Rensselaer","NY","12180","","Hudson-Mohawk Recovery Center, Inc. SL","52077","Rensselaer","559-565 6th Ave","Troy","NY","12182","2620","Ms. Aubrie Graves","aubrieg@hmrecovery.net","5182723918","3337","Residential","Supportive Living","5182379891","3337","","","","",""
"Samaritan Hospital of Troy, New York","81140","2215 Burdett Ave","Troy","Rensselaer","NY","12180","","Samaritan Hospital of Troy, NY MSW-OP","53305","Rensselaer","1300 Massachusetts Ave","Troy","NY","12180","","Kristin Hansen","kristin.hansen@sphp.com","5182685941","","Crisis","Med Sup Withdrawal-Outpatient","","","","","","",""
"Samaritan Hospital of Troy, New York","81140","2215 Burdett Ave","Troy","Rensselaer","NY","12180","","St. Mary's Hospital Campus IP","53306","Rensselaer","1300 Massachusetts Ave","Troy","NY","12180","1628","Kristin Hansen","kristin.hansen@sphp.com","5182685941","","Inpatient","Inpatient Rehabilitation","","","","","","",""
"Amethyst House Inc.","31330","280 Richmond Ter","Staten Island","Richmond","NY","10301","1512","Amethyst House CR","51041","Richmond","280 Richmond Ter","Staten Island","NY","10301","1512","Ms. Angela DeSanno","mhill@amethysthouse.net","7184481900","","Residential","Community Residential","7184481900","","","","","",""
"Bridge Back to Life Center, Inc.","2050","4271 Hempstead Tpke","Bethpage","Nassau","NY","11714","5708","Bridge Back to Life Ctr Inc. OP","6094","Richmond","1688 Victory Blvd","Staten Island","NY","10314","3547","Mr. Gary A Butchen","gbutchen@bridgebacktolife.com","7184475700","","Outpatient","Outpatient Clinic","7184475700","","","","","",""
"Camelot of Staten Island, Inc.","12030","4442 Arthur Kill Rd","Staten Island","Richmond","NY","10309","1321","Camelot of Staten Island, Inc. IR 1","52734","Richmond","273 Heberton Ave","Staten Island","NY","10302","","Mr. Logan Lewis","LLewis@camelotcounseling.com","7183565100","","Residential","Intensive Residential","7184123170","","","","","",""
"Camelot of Staten Island, Inc.","12030","4442 Arthur Kill Rd","Staten Island","Richmond","NY","10309","1321","Camelot of Staten Island, Inc. OP","1687","Richmond","1268 Forest Ave","Staten Island","NY","10302","2312","Ms. Doris Valentin","llewis@camelotcounseling.com","7189818117","","Outpatient","Outpatient Clinic","7189818117","","","","","",""
"Camelot of Staten Island, Inc.","12030","4442 Arthur Kill Rd","Staten Island","Richmond","NY","10309","1321","Camelot of Staten Island, Inc. SRR","53213","Richmond","460H Brielle Ave","Staten Island","NY","10314","","Mr. Carl Feren","cferen@camelotcounseling.com","7184123155","","Residential","820 Stabil Rehab Reintegration","","","","","","",""
"Hudson River Healthcare, Inc.","34370","1037 Main Street","Peekskill","Westchester","NY","10566","2913","Bay Street 822 Program OP","53300","Richmond","56 Bay St","Staten Island","NY","10301","2563","Keith Blackburn","kblackburn@brightpointhealth.org","7188081420","","Outpatient","Outpatient Clinic","","","","","","",""
"Project Hospitality, Inc.","19900","100 Park Ave","Staten Island","Richmond","NY","10302","1440","PREP SRh","53232","Richmond","75 Vanderbilt Ave","Staten Island","NY","10304","","Ms. Gale Alwill LCSW","gale_alwill@projecthospitality.org","7184473293","109","Residential","820 Stabil and Rehab","","","","","","",""
"Project Hospitality, Inc.","19900","100 Park Ave","Staten Island","Richmond","NY","10302","1440","Project Hospitality, Inc. OP","51157","Richmond","14 Slosson Ter","Staten Island","NY","10301","2507","Ms. Laura Novacek LMSW","laura_novacek@projecthospitality.org","7182738409","222","Outpatient","Outpatient Clinic","7182738409","222","Project Hospitality, Inc.","350 St. Mark's Place","Staten Island","10301","Richmond"
"Richmond University Medical Center","45720","355 Bard Avenue","Staten Island","Richmond","NY","10310","","Richmond University Medical Center OP","53235","Richmond","444 Saint Marks Pl","Staten Island","NY","10301","2434","Mr. Steven Johnsen","sjohnsen@rumcsi.org","7187206727","","Outpatient","Outpatient Clinic","7187206727","","","","","",""
"Richmond University Medical Center","45720","355 Bard Avenue","Staten Island","Richmond","NY","10310","","Richmond University Medical Center OP1","52125","Richmond","1130 South Ave","Staten Island","NY","10314","3410","Miss Ileana Acosta MA","iacosta@rumcsi.org","7188762362","","Outpatient","Outpatient Clinic","7188762362","","","","","",""
"Richmond University Medical Center","45720","355 Bard Avenue","Staten Island","Richmond","NY","10310","","Richmond University Medical Center OP2","53050","Richmond","1130 South Ave","Staten Island","NY","10314","","Ms. Libby Traynor","etraynor@simhs.org","7184422225","232","Outpatient","Outpatient Clinic","","","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Briarwood","Queens","NY","11435","2642","Staten Island Outreach Center OP","52771","Richmond","1915 Forest Ave","Staten Island","NY","10303","2127","Mrs. Phyllis Cureton","phyllis.cureton@samaritanvillage.org","7189813136","","Outpatient","Outpatient Clinic","","","","","","",""
"Silver Lake Support Services, Inc.","41860","201 Forest Ave","Staten Island","Richmond","NY","10301","","Silver Lake Support Services OP","51829","Richmond","201 Forest Ave","Staten Island","NY","10301","2763","Dana Davino","ddavino@silverlakebehavioralhealth.com","7188153155","","Outpatient","Outpatient Clinic","7188153155","","Silver Lake Support Services, Inc.","797 Brighton Avenue","Staten Island","10301","Richmond"
"South Beach Addiction Treatment Center","90012","777 Seaview Ave","Staten Island","Richmond","NY","10305","","South Beach ATC IP","50748","Richmond","777 Seaview Ave","Staten Island","NY","10305","3499","Mr. Timothy T Howard LMSW","timothy.howard@oasas.ny.gov","7186672711","","Inpatient","Inpatient Rehabilitation","","","","","","",""
"Staten Island University Hospital","85200","475 Seaview Ave","Staten Island","Richmond","NY","10305","","Staten Island University Hosp. OTP","304","Richmond","392 Seguine Ave","Staten Island","NY","10309","3906","Ms. Joanne Asparro","JASPARRO@northwell.edu","7182263815","",Opioid Treatment Program,"Opioid Outpatient Treatment","7182263815","","","","","",""
"Staten Island University Hospital","85200","475 Seaview Ave","Staten Island","Richmond","NY","10305","","Staten Island University Hosp. OTP 1","944","Richmond","111 Water St","Staten Island","NY","10304","2709","Mr. Conrad Bernardo","cbernardo@northwell.edu","7182264990","",Opioid Treatment Program,"Opioid Outpatient Treatment","7182264990","","","","","",""
"Staten Island University Hospital","85200","475 Seaview Ave","Staten Island","Richmond","NY","10305","","Staten Island University Hospital IP","51623","Richmond","375 Seguine Ave","Staten Island","NY","10309","3932","Ms. Christine Defresco LCSW","cdefresco@northwell.edu","7182262222","","Inpatient","Inpatient Rehabilitation","","","","","","",""
"Staten Island University Hospital","85200","475 Seaview Ave","Staten Island","Richmond","NY","10305","","Staten Island University Hospital MMD","6975","Richmond","375 Seguine Ave","Staten Island","NY","10309","3932","Mr. Michael Connolly RN","MConnolly3@northwell.edu","7182262790","","Crisis","Medical Managed Detoxification","7182262220","","","","","",""
"Staten Island University Hospital","85200","475 Seaview Ave","Staten Island","Richmond","NY","10305","","Staten Island University Hospital OP","51422","Richmond","392 Seguine Ave","Staten Island","NY","10309","3906","Ms. Carolyn M McCarthy LCSW","CMcCarthy2@northwell.edu","7182262752","","Outpatient","Outpatient Clinic","7182262955","","","","","",""
"The Resource Counseling Center","46430","449 39th St","Brooklyn","Kings","NY","11232","","Christopher's Reason OP","53241","Richmond","4521 Arthur Kill Rd","Staten Island","NY","10309","1315","Alexandra Anastasio","aanastasio@christophersreason.org","7186051989","","Outpatient","Outpatient Clinic","7186051989","","","","","",""
"YMCA of Greater New York","20860","5 W 63rd St","New York","New York","NY","10023","","Staten Island YMCA Cnsling Service OP","7209","Richmond","3911 Richmond Ave","Staten Island","NY","10312","5110","Mrs. JoAnne McKernan","jmckernan@ymcanyc.org","7189483232","","Outpatient","Outpatient Clinic","7189483232","","","","","",""
"YMCA of Greater New York","20860","5 W 63rd St","New York","New York","NY","10023","","Staten Island YMCA Cnsling Srvce OP 1","52604","Richmond","285 Vanderbilt Ave","Staten Island","NY","10304","2525","Elizabeth Hernandez","jfilis@ymcanyc.org","7189483232","","Outpatient","Outpatient Clinic","7189814382","","","","","",""
"Bikur Cholim, Inc.","20470","25 Robert Pitt Dr","Monsey","Rockland","NY","10952","3366","Bikur Cholim, Inc. OP","52968","Rockland","25 Robert Pitt Dr","Monsey","NY","10952","3366","Aron Reiner","reinera@bccbh.org","8454257877","123","Outpatient","Outpatient Clinic","","","","","","",""
"Blaisdell Addiction Treatment Center","90007","140 Old Orangeburg Rd","Orangeburg","Rockland","NY","10962","1129","Blaisdell Addiction Treatment Cntr IP","50735","Rockland","140 Old Orangeburg Rd","Orangeburg","NY","10962","1129","Mrs. Christina Murphy LMSW","christina.murphy@oasas.ny.gov","8453598500","","Inpatient","Inpatient Rehabilitation","8453598500","","","","","",""
"Good Samaritan Hospital of Suffern, NY","85370","255 Lafayette Ave","Suffern","Rockland","NY","10901","","Good Samaritan Hospital IP","6972","Rockland","255 Lafayette Ave","Suffern","NY","10901","","Mrs. Diana Garbarino","diana_garbarino@bshsi.org","8453685302","","Inpatient","Inpatient Rehabilitation","8453685242","","","","","",""
"Good Samaritan Hospital of Suffern, NY","85370","255 Lafayette Ave","Suffern","Rockland","NY","10901","","Good Samaritan Hospital MMD","4494","Rockland","255 Lafayette Ave","Suffern","NY","10901","","Mrs. Diana Garbarino","diana_garbarino@bshsi.org","8453685302","","Crisis","Medical Managed Detoxification","8453685242","","","","","",""
"Lexington Center for Recovery, Inc.","34200","2875 Route 35","Katonah","Westchester","NY","10536","3181","Lexington Center for Recovery  OP 4","52137","Rockland","100 Route 59","Airmont","NY","10952","3787","Ms. Barbara Tabala CASAC","btabala@lexingtonctr.org","8453699701","1103","Outpatient","Outpatient Clinic","8453699701","1103","","","","",""
"Lexington Center for Recovery, Inc.","34200","2875 Route 35","Katonah","Westchester","NY","10536","3181","Lexington Center for Recovery OP R","52140","Rockland","100 Route 59","Airmont","NY","10952","3787","Ms. Barbara Tabala CASAC","btabala@lexingtonctr.org","8453699701","1103","Outpatient","Outpatient Rehabilitation","8453699701","1103","","","","",""
"Lexington Center for Recovery, Inc.","34200","2875 Route 35","Katonah","Westchester","NY","10536","3181","Lexington Cntr for Recovery, Inc. OP 5","52154","Rockland","45 S Route 9W","Haverstraw","NY","10993","","Ms. Barbara Tabala CASAC","btabala@lexingtonctr.org","8453699701","1103","Outpatient","Outpatient Clinic","8453699701","1103","","","","",""
"Lexington Center for Recovery, Inc.","34200","2875 Route 35","Katonah","Westchester","NY","10536","3181","Rockland Medication Assisted Trt OTP","52646","Rockland","706 Executive Blvd","Valley Cottage","NY","10989","2038","Ms. Jahan Ortiz","jortiz@lexingtonctr.org","8453623904","1701",Opioid Treatment Program,"Opioid Outpatient Treatment","8453623904","1701","","","","",""
"Mental Health Assoc of Rockland County","70470","140 Route 303","Valley Cottage","Rockland","NY","10989","","Mental Health Assoc of Rockland Co. OP","50565","Rockland","140 Route 303","Valley Cottage","NY","10989","5906","Ms. Alison Silver","Silvera@mharockland.org","8452672172","225","Outpatient","Outpatient Clinic","","","","","","",""
"Montefiore Nyack Hospital","83100","160 N Midland Ave","Nyack","Rockland","NY","10960","1912","Montefiore Nyack Hospital MMD","51030","Rockland","160 N Midland Ave","Nyack","NY","10960","1912","Deborah Zerner","zernerd@montefiorenyack.org","8453486775","","Crisis","Medical Managed Detoxification","8453482072","","","","","",""
"Montefiore Nyack Hospital","83100","160 N Midland Ave","Nyack","Rockland","NY","10960","1912","Montefiore Nyack Hospital OP","51650","Rockland","312 Route 59","Central Nyack","NY","10960","","Deborah Zerner","zernerd@montefiorenyack.org","8453486775","","Outpatient","Outpatient Clinic","8453482075","","","","","",""
"Montefiore Nyack Hospital","83100","160 N Midland Ave","Nyack","Rockland","NY","10960","1912","The Recovery Center IP","51031","Rockland","160 N Midland Ave","Nyack","NY","10960","1912","Deborah Zerner","zernerd@montefiorenyack.org","8453486775","","Inpatient","Inpatient Rehabilitation","8453482072","","","","","",""
"Open Arms, Incorporated","34360","57-59 Sharp St","Haverstraw","Rockland","NY","10927","1521","Open Arms Halfway House CR","50943","Rockland","57-59 Sharp St","Haverstraw","NY","10927","","Barbara Swift","oaswift@optimum.net","8452713787","","Residential","Community Residential","8454299514","","","","","",""
"Open Arms, Incorporated","34360","57-59 Sharp St","Haverstraw","Rockland","NY","10927","1521","Open Arms, Incorporated CR","52613","Rockland","74 Hudson Ave","Haverstraw","NY","10927","1523","Barbara Swift","oaswift@optimum.net","8452713787","","Residential","Community Residential","8452713787","","","","","",""
"Open Arms, Incorporated","34360","57-59 Sharp St","Haverstraw","Rockland","NY","10927","1521","Open Arms, Incorporated SL","51524","Rockland","57-59 Sharp St","Haverstraw","NY","10927","1521","Barbara Swift","oaswift@optimum.net","8452713787","","Residential","Supportive Living","8454290945","","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Briarwood","Queens","NY","11435","2642","Rockland Outreach Center OP","52930","Rockland","620 Rte 303","Blauvelt","NY","10913","1170","Daniel Sullivan","daniel.sullivan@samaritanvillage.org","8453532730","","Outpatient","Outpatient Clinic","","","","","","",""
"Samaritan Daytop Village, Inc.","16890","138-02 Queens Blvd","Briarwood","Queens","NY","11435","2642","Rockland Outreach Center OP R","53103","Rockland","620 Route 303","Blauvelt","NY","10913","1170","Daniel Sullivan","daniel.sullivan@samaritanvillage.org","8453532730","","Outpatient","Outpatient Rehabilitation","","","","","","",""
"Canton-Potsdam Hospital","83110","50 Leroy St","Potsdam","Saint Lawrence","NY","13676","1786","Canton-Potsdam Hospital OP","51737","Saint Lawrence","12 Elm St","Potsdam","NY","13676","","Mrs. Emma Brackett","ebrackett@cphospital.org","3153532572","8278","Outpatient","Outpatient Clinic","","","","","","",""
"Canton-Potsdam Hospital","83110","50 Leroy St","Potsdam","Saint Lawrence","NY","13676","1786","Chemical Dependency Services IP","51183","Saint Lawrence","20 Cottage St","Pottsdam","NY","13676","2800","Ms. Emily Marquart","emarquart@cphospital.org","3152653300","2300","Inpatient","Inpatient Rehabilitation","","","","","","",""
"Gouverneur Hospital","50540","77 W Barney St","Gouverneur","Saint Lawrence","NY","13642","1040","Substance Use Disorder Outpatient Srvc","53281","Saint Lawrence","77 W Barney St","Gouverneur","NY","13642","1040","Emma Brackett","ebrackett@cphospital.org","3152616333","","Outpatient","Outpatient Clinic","","","","","","",""
"North Country Freedom Homes Inc.","36160","25 Dies St","Canton","Saint Lawrence","NY","13617","1306","Canton House CR","50499","Saint Lawrence","25 Dies St","Canton","NY","13617","1306","Ms. Gena M Chiasson","gchiasson@ncfreedomhomes.org","3153790139","4","Residential","Community Residential","3153790139","4","","","","",""
"St. Joseph's Addiction Treatment & Rec","35160","159 Glenwood Dr","Saranac Lake","Franklin","NY","12983","2385","Rose Hill RRSY","53062","Saint Lawrence","100 County Route 43","Massena","NY","13662","4104","Ms. Tina Buckley","tbuckley@stjoestreatment.org","3157649700","5239","Residential","Residential Rehab for Youth","3157649700","","","","","",""
"St. Joseph's Addiction Treatment & Rec","35160","159 Glenwood Dr","Saranac Lake","Franklin","NY","12983","2385","Rose Hill RRSY 1","53063","Saint Lawrence","100 County Route 43","Massena","NY","13662","","Ms. Tina Buckley","tbuckley@stjoestreatment.org","3157649700","5239","Residential","Residential Rehab for Youth","3157649700","","","","","",""
"St. Lawrence Addiction Treatment Ctr","90005","1 Chimney Point Drive","Ogdensburg","Saint Lawrence","NY","13669","2291","St. Lawrence ATC IP","50730","Saint Lawrence","1 Chimney Point Dr","Ogdensburg","NY","13669","2291","William Coppola","william.coppola@oasas.ny.gov","3153931180","14","Inpatient","Inpatient Rehabilitation","3153931180","13","","","","",""
"St. Lawrence County Community Srvs Bd","70700","80 State Highway 310","Canton","Saint Lawrence","NY","13617","1493","St. Lawrence CD Services OP","50188","Saint Lawrence","80 State Highway 310","Canton","NY","13617","","Ms. Sheena T Smith","shsmith@stlawco.org","3153862167","","Outpatient","Outpatient Clinic","3153862189","","St. Lawrence County Community Services Board","99 West Main Street","Gouverneur","13642","Saint Lawrence"
"St. Lawrence County Community Srvs Bd","70700","80 State Highway 310","Canton","Saint Lawrence","NY","13617","1493","St. Lawrence CD Services OP 1","51417","Saint Lawrence","206 Ford St","Ogdensburg","NY","13699","1426","Ms. Sheena T Smith","shsmith@stlawco.org","3153862167","","Outpatient","Outpatient Clinic","3153931164","","St. Lawrence County Community Services Board","21 Harrowgate Commons","Massena","13662","Saint Lawrence"
"Saratoga County Community Svcs Board","70840","135 S Broadway","Saratoga Springs","Saratoga","NY","12866","","Saratoga Co Alc/Substance Abuse OP","50759","Saratoga","135 S Broadway","Saratoga Springs","NY","12866","4532","Ms. Meghan K Riihimaki","mriihimaki@saratogacountyny.gov","5185878800","","Outpatient","Outpatient Clinic","","","","","","",""
"St. Peter's Hospital City of Albany","83060","3 Mercycare Ln","Guilderland","Albany","NY","12084","3504","St. Peter's Hospital OP 3","50928","Saratoga","125 High Rock Ave","Saratoga Springs","NY","12866","2307","Mr. William Bean","William.Bean@sphp.com","5188856884","57","Outpatient","Outpatient Clinic","5188856884","57","","","","",""
"St. Peter's Hospital City of Albany","83060","3 Mercycare Ln","Guilderland","Albany","NY","12084","3504","St. Peter's Hospital OP R 1","51925","Saratoga","125 High Rock Ave","Saratoga Springs","NY","12866","2307","Ms. Kimberly Aichner","Kimberly.Aichner@sphp.com","5184526727","","Outpatient","Outpatient Rehabilitation","5188856884","","","","","",""
"The Saratoga Hospital","87070","211 Church St","Saratoga Springs","Saratoga","NY","12866","","Saratoga Com Hlth Ctr Addiction Med OP","53269","Saratoga","24 Hamilton St","Saratoga","NY","12866","4226","Ms. Katherine McNeice","KMcNeice@saratogacare.org","5188865606","","Outpatient","Outpatient Clinic","","","","","","",""
"Transitional Services Association, Inc","50590","127 Union St","Saratoga Springs","Saratoga","NY","12866","4411","Hedgerow House Apartment Program SL","51069","Saratoga","994 Rte 67","Ballston Spa","NY","12020","3603","Ms. Julianne Thomas CASAC","jthomas@tsamail.org","5188853872","","Residential","Supportive Living","5188853872","","","","","",""
